"analysis_id","gene_accession_id","gene_symbol","mouse_strain","mouse_life_stage","parameter_id","pvalue","parameter_name"
"214rca33sk3bfja","MGI:3588202","Garin4","C57BL","Early adult","CCP_LFO_001_001","0.8058138","Weight"
"21a604u0kwg695a","MGI:104559","Rcn1","C57BL","Early adult","IMPC_IMM_014_002","0.7643221","Treg cells - % of live leukocytes (Panel A)"
"21egqng0mkc0zra","MGI:97898","Ren1","C57BL","Early adult","IMPC_XRY_055_001","0.243233","Shape of spine"
"21h9k1u7p7cf38a","MGI:2444508","Fitm2","C57BL","Early adult","MGP_IMM_130_001","0.7403462","CD11b-low cDC - % of CD45+"
"21n6zn43bl090ea","MGI:3611233","Tox2","C57BL","Early adult","JAX_LDT_003_001","0.3938269","Time mobile light side"
"21p2fd4q13ak1sa","MGI:1922423","Tex38","C57BL","Early adult","ESLIM_016_001_004","0.4507893","Haematocrit"
"21t8q3l0fr154ja","MGI:1919369","Tpx2","C57BL","E9.5","JAX_LDT_002_001","0.5082716","Light side time spent"
"21w2x10erdwv24a","MGI:3646006","Gm5148","C57BL","Early adult","ESLIM_011_001_005","0.7920815","PP4 startle magnitude"
"21wm44u0ecr4o8a","MGI:97565","Pgm1","C57BL","E12.5","IMPC_ECG_006_001","0.4178027","PR"
"224g23rq960r90a","MGI:99218","Cdh4","C57BL","Early adult","MGP_MLN_066_001","0.2215215","Effector CD4+ T helper cells - % of CD45+"
"22ewh7rxy5675ba","MGI:87879","Aco1","C57BL","Early adult","CCP_LDT_003_001","0.3237072","Time mobile light side"
"22i2mep34f4220a","MGI:2443564","Ambra1","C57BL","E18.5","IMPC_ECG_003_001","0.2917001","CV"
"22jngst4980daia","MGI:1353665","Usp21","C57BL","Early adult","MGP_IMM_007_001","0.6047669","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"22mc8pl428v85pa","MGI:1920484","Snorc","C57BL","Early adult","IMPC_GEP_030_002","0.09980947","Edema"
"22onv8j8f12z45a","MGI:1924933","Ehmt1","C57BL","Early adult","JAX_OFD_050_001","0.3079046","Percentage center movement time"
"22q1s024p04o31a","MGI:1919128","Fam83d","C50BL","Early adult","MGP_MLN_072_001","0.4303062","KLRG1+ Treg cells - % of CD45+"
"22rr5cyj1g94n8a","MGI:108429","Lpar1","C57BL","E12.5","IMPC_GEL_011_001","0.5378221","Embryo turning"
"230w0345ccy1uqa","MGI:97803","Ptma","C57BL","E15.5","IMPC_CSD_006_001","0.2924215","Coat - color - head"
"23279935e5k7n2a","MGI:1919163","Tmem79","C57BL","Early adult","MGP_IMM_016_001","0.9158946","Naive CD8+ T cells - % of CD8+"
"232mo0kpilsg68a","MGI:1913721","Anp32e","C57BL","Early adult","IMPC_EYE_023_001","0.5243351","Optic Disc"
"234vtf021617kaa","MGI:2684896","Maneal","C57BL","Early adult","ESLIM_008_001_007","0.440341","Transfer arousal"
"2360b4n200bh7na","MGI:103559","Sox18","C57BL","Early adult","IMPC_CSD_038_001","0.8519236","Trunk curl"
"238mj5w98usp4ea","MGI:1927241","Wdr12","C57BL","E9.5","IMPC_DXA_002_001","0.2758196","Fat mass"
"239108l0e7t613a","MGI:1918142","Ttll7","C57BL","Early adult","MGP_IMM_093_001","0.8435739","Resting CD4- NKT cells - % of CD45+"
"2391154qw10793a","MGI:1918066","Rpusd2","C57BL","Early adult","IMPC_OFD_016_001","0.3989418","Center permanence time"
"239ekv76tb0cqea","MGI:1346086","Aplnr","C57BL","Early adult","CCP_XRY_019_001","0.5287501","Fusion of vertebrae"
"239xn406vjbv3ka","MGI:1915862","Ube2c","C57BL","Early adult","MGP_MLN_078_001","0.1297852","Total gd T cells - % of CD45+"
"23j0abc596p7jha","MGI:2654325","Gba2","C57BL","Early adult","IMPC_CSD_061_001","0.7182733","Skin color - tail"
"245cq823zar881a","MGI:1920199","Ccnt2","C57BL","E18.5","IMPC_ACS_006_001","0.7478106","Response amplitude - S"
"2476tuh01256aja","MGI:1913790","Fam107b","129SV","Early adult","IMPC_GEM_075_001","0.4279199","Delayed embryonic development"
"249z6pu7sm6747a","MGI:1201673","Shox2","C57BL","E9.5","IMPC_OFD_021_001","0.2285679","Number of rears - total"
"24kq6o71986qc5a","MGI:1309469","Casq2","C57BL","Early adult","IMPC_GPO_002_001","0.09528326","Placenta Morphology"
"24l5211qnj03a0a","MGI:1913761","Chtop","C57BL","Early adult","IMPC_IMM_014_002","0.1417523","Treg cells - % of live leukocytes (Panel A)"
"24m5rwnbp11yj8a","MGI:106637","Slc30a2","C57BL","E9.5","IMPC_ABR_008_001","0.8798529","18kHz-evoked ABR Threshold"
"24r71s7pvkuhpga","MGI:106925","Cldn11","C57BL","Early adult","IMPC_CSD_061_001","0.5205393","Skin color - tail"
"24s02g0dzw0e0ja","MGI:2444274","Cfap65","C57BL","Early adult","IMPC_CBC_017_001","0.4334","Triglycerides"
"24t8lml7n10hb0a","MGI:1927753","Inpp5e","C57BL","E12.5","IMPC_XRY_016_001","0.9270647","Number of pelvic vertebrae"
"24tx7e0wnd3dpga","MGI:2679420","Pak6","C57BL","Early adult","ESLIM_005_001_005","0.8669409","Bone Mineral Content"
"24w64sy255g8q5a","MGI:107363","Stxbp1","C57BL","Early adult","IMPC_HEM_038_001","0.9469864","Basophil differential count"
"2540za5k1s5alha","MGI:2442177","Pced1a","C57BL","Early adult","M-G-P_016_001_006","0.6676386","Mean-corpuscular-haemoglobin"
"254vebf8pc5295a","MGI:1921735","Lrrc71","C57BL","Early adult","MGP_CSD_008_001","0.9496556","Startle response"
"25d9anb43y719ba","MGI:3045320","Mgat4f","C57BL","Early adult","IMPC_EYE_027_001","0.7036208","Persistence of hyaloid vascular system"
"25gz77yiz2qr39a","MGI:104559","Rcn1","C57BL","Early adult","IMPC_FEA_105_001","0.9581723","Difference in Context and Conditioning Baseline % Freezing"
"25mrj448a78r58a","MGI:2151053","Serpinb7","C57BL","Early adult","MGP_IMM_052_001","0.4383867","Plasma cells - % of B2 cells"
"2625wv02e655o1a","MGI:2135283","Igsf9","C57BL","Early adult","CCP_XRY_002_001","0.9657186","Zygomatic bone"
"265b6vddv0wt88a","MGI:1920199","Ccnt2","C57BL","E12.5","UCDLA_CSD_012_001","0.2977911","Coat - hair distribution - head"
"2687z046q29547a","MGI:106925","Cldn11","C57BL","Middle aged adult","ESLIM_005_001_701","0.65409","BMC/Body weight"
"268jad1s079tg2a","MGI:1931071","Sec61a2","C57BL","Early adult","IMPC_ECG_003_001","0.08551174","CV"
"26a7sm31m2g1xla","MGI:2442704","Frrs1l","C57BL","Early adult","IMPC_ACS_006_001","0.857348","Response amplitude - S"
"26dh86y1raz6cja","MGI:2441837","Adgrb3","C57BL","Early adult","IMPC_GEP_030_002","0.757818","Edema"
"26m114r3qu1uuja","MGI:2443564","Ambra1","C57BL","E18.5","JAX_OFD_007_001","0.9008626","Whole arena resting time"
"26x1519p50bw36a","MGI:1914199","Trim59","C57BL","Early adult","IMPC_ABR_004_001","0.9490241","6kHz-evoked ABR Threshold"
"271f665ig9n9c4a","MGI:1921263","Rftn2","C57BL","Early adult","IMPC_HEM_030_001","0.3340367","Neutrophil cell count"
"271move3h15v18a","MGI:1913746","Ppdpf","C57BL","Early adult","JAX_PLC_001_001","0.9573307","Total cholesterol"
"272dr954tzggwaa","MGI:109424","Abca4","C57BL","Early adult","IMPC_HWT_002_001","0.4267377","Tibia length"
"27351z5x80q890a","MGI:2676312","Abca12","C57BL","Early adult","IMPC_CBC_023_001","0.2790185","Alpha-amylase"
"273meqlm4x95d7a","MGI:1913692","Spc25","C57BL","Early adult","MGP_MLN_014_001","0.2503542","Resting CD8+ T cells - % of CD8+"
"274k297x48hbgna","MGI:1914454","Eif2s2","C57BL","E12.5","IMPC_OFD_014_001","0.7761859","Center distance travelled"
"279o5956k04b8ia","MGI:1915599","Ndufs3","129SV","Early adult","IMPC_XRY_060_001","0.3899334","Transitional vertebrae"
"27a272r6wuva9na","MGI:99218","Cdh4","C57BL","Early adult","IMPC_CBC_016_001","0.9703771","HDL-cholesterol"
"27h263b7fe20bsa","MGI:1918066","Rpusd2","C57BL","Early adult","MGP_MLN_115_001","0.8228181","Plasmacytoid DC - % of CD45+"
"27iz7tj096nl0ya","MGI:1919471","Cimip1","C57BL","Early adult","MGP_IMM_127_001","0.3441224","Plasmacytoid DC - % of CD45+"
"28016fyufi338pa","MGI:1916428","Snx5","C57BL","Early adult","IMPC_OFD_012_001","0.5002146","Periphery permanence time"
"2816lgvj062a55a","MGI:1913761","Chtop","C57BL","Early adult","MGP_IMM_093_001","0.4812267","Resting CD4- NKT cells - % of CD45+"
"281excp37704zla","MGI:1915247","Ddx59","C57BL","Early adult","JAX_OFD_012_001","0.3358837","Periphery permanence time"
"284svs51a4lql2a","MGI:1924933","Ehmt1","C57BL","Early adult","MGP_IMM_130_001","0.2956213","CD11b-low cDC - % of CD45+"
"284tov28geqv8ua","MGI:2654325","Gba2","C57BL","Early adult","M-G-P_005_001_003","0.5009744","Lean Mass"
"28j29989036a92a","MGI:98386","Sptan1","C57BL","Early adult","IMPC_GEP_026_001","0.1279118","Outer ear morpholgy"
"28qs8jzf43i8f1a","MGI:1915247","Ddx59","C57BL","E9.5","IMPC_EYE_069_001","0.3940607","Left inner nuclear layer"
"28x97bm4y83rf7a","MGI:2384297","Map7d1","C57BL","E12.5","IMPC_ACS_036_001","0.4264327","% Pre-pulse inhibition - PPI4"
"2910y22w6i8208a","MGI:1913692","Spc25","C57BL","E9.5","IMPC_CSD_006_001","0.5618739","Coat - color - head"
"2918g7eue16osua","MGI:1921607","Efhd1","C57BL","Early adult","JAX_LDT_004_001","0.07003466","Dark side time spent"
"292lz6132k5030a","MGI:1919369","Tpx2","C57BL","Early adult","IMPC_ABR_004_001","0.9177858","6kHz-evoked ABR Threshold"
"292s46k1v107pua","MGI:104899","Mob4","C57BL","Early adult","ESLIM_011_001_001","0.2271379","BN startle magnitude"
"2969h9f6715l9ia","MGI:1919880","Hspa12b","C57BL","Early adult","IMPC_GEP_017_001","0.2087893","Facial Morphology"
"2970e437m2wz9ja","MGI:3041190","Skint7","C57BL","Early adult","CCP_XRY_018_001","0.5443629","Shape of vertebrae"
"29726wekzn5934a","MGI:108429","Lpar1","C57BL","Early adult","IMPC_GRS_011_001","0.4050551","Forelimb and hindlimb grip strength normalised against body weight"
"29975b953850p0a","MGI:1923073","Fam227b","C57BL","Early adult","IMPC_ECG_006_001","0.7537875","PR"
"29ha6e1983bl70a","MGI:98397","Src","129SV","Early adult","IMPC_CSD_029_001","0.6343732","Activity (body position)"
"29j8xa51kj3104a","MGI:1913761","Chtop","C57BL","Early adult","IMPC_EYE_026_001","0.2267601","Retinal Blood Vessels Pattern"
"29n2477pacn0zaa","MGI:106925","Cldn11","C57BL","Middle aged adult","MGP_IMM_076_001","0.4374108","Total Treg cells - % of CD45+"
"29p182675nf5cka","MGI:3650206","Gm12695","C57BL","Early adult","IMPC_GEO_064_001","0.9918968","Edema"
"29v55me552lkm1a","MGI:104294","Tyro3","C57BL","Early adult","IMPC_HEM_008_001","0.5235016","Platelet count"
"29wsn5071eo1k7a","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_GEP_026_001","0.4210635","Outer ear morpholgy"
"29y8pu87nq9eyea","MGI:1891259","Lrat","C57BL","Early adult","ESLIM_008_001_002","0.6846258","Tremor"
"2a1n619r133qbta","MGI:2443925","Thsd7b","C57BL","Early adult","IMPC_CSD_032_001","0.1205072","Locomotor activity"
"2a634x110346swa","MGI:95777","Gnas","129SV","Early adult","IMPC_CSD_026_001","0.8581016","Head morphology"
"2a92mtq45zr2a8a","MGI:97565","Pgm1","C57BL","Early adult","IMPC_IMM_011_002","0.7689158","CD4+ NKT cells - % of live leukocytes (Panel A)"
"2au62fbr987uhya","MGI:1891259","Lrat","C57BL","Early adult","IMPC_ABR_010_001","0.1548256","24kHz-evoked ABR Threshold"
"2b02w6671640j5a","MGI:107171","Ppp3r2","C57BL","Early adult","CCP_XRY_062_001","0.4767237","Polysyndactylism"
"2b1w5w8l8s0q1ma","MGI:104516","Slc23a3","C57BL","Early adult","IMPC_OFD_021_001","0.6974508","Number of rears - total"
"2biny3q22vie3ta","MGI:3649135","Gm7694","C57BL","Early adult","CCP_XRY_018_001","0.8731221","Shape of vertebrae"
"2d7yi0934fk035a","MGI:3588202","Garin4","C57BL","Early adult","IMPC_ECG_010_001","0.4777027","HRV"
"2dmbamf8s49x9ja","MGI:1920199","Ccnt2","C57BL","E18.5","IMPC_HEM_019_001","0.619086","Mean platelet volume"
"2ds7962ilq1s99a","MGI:1860511","Heyl","C57BL","Early adult","IMPC_EYE_012_001","0.868106","Pupil Shape"
"2dv9j1y4g1pzxfa","MGI:2679420","Pak6","C57BL","Early adult","IMPC_CBC_015_001","0.6287721","Total cholesterol"
"2dy399c8gndte8a","MGI:2140361","Slc35d1","C57BL","E12.5","IMPC_XRY_063_001","0.3797483","Cervical processes"
"2e1263l1h86546a","MGI:1919880","Hspa12b","C57BL","Early adult","IMPC_CSD_030_001","0.2526414","Tremor"
"2e39c2l6r9wgc0a","MGI:105383","Il18r1","C57BL","Early adult","MGP_IMM_007_001","0.34376","Resting CD4+ T helper cells - % of CD4+ T helper cells"
"2ez42kdl367d92a","MGI:1337072","Ier5","C57BL","Early adult","IMPC_CBC_002_001","0.2840938","Potassium"
"2f1m91940u5yz8a","MGI:102844","Mybpc3","C57BL","Early adult","JAX_OFD_009_001","0.8240557","Whole arena average speed"
"2f2952q54pzoeoa","MGI:1916413","Mrpl44","C57BL","Early adult","IMPC_XRY_060_001","0.07355706","Transitional vertebrae"
"2fas53t0301b18a","MGI:1925835","Jade1","C57BL","Early adult","IMPC_GEL_063_001","0.438599","Delayed embryonic development"
"2fig3cl3l89ffsa","MGI:1922423","Tex38","C57BL","Early adult","IMPC_ACS_033_001","0.8908166","% Pre-pulse inhibition - PPI1"
"2fs674589w6tnva","MGI:1859866","Cdc20","C57BL","E9.5","IMPC_CSD_033_001","0.5515366","Gait"
"2fwppu558p42h9a","MGI:97565","Pgm1","C57BL","E12.5","KMPCLA_GRS_010_001","0.1508687","Forelimb grip strength normalised against body weight"
"2g86e8qtw20391a","MGI:107363","Stxbp1","C57BL","E9.5","MGP_IMM_128_001","0.6742373","Conventional DC (cDC) - % of CD45+"
"2gdoir340v05b4a","MGI:1096385","Bcan","C57BL","Early adult","IMPC_IMM_040_002","0.9064936","Effector CD4+ NKT cells - % of live leukocytes (Panel A)"
"2go5l3dcuez519a","MGI:1918398","Mier1","C57BL","Early adult","JAX_OFD_022_001","0.06271843","Percentage center time"
"2go87y75k0qp1na","MGI:2684896","Maneal","C57BL","Early adult","ESLIM_011_001_004","0.0730294","PP3 startle magnitude"
"2h0s8shfwf85t9a","MGI:102519","Cst3","C57BL","Early adult","IMPC_CBC_020_001","0.2897458","Fructosamine"
"2h1k1amt54p727a","MGI:2443564","Ambra1","C57BL","E12.5","IMPC_XRY_021_001","0.4948605","Humerus"
"2ha5193z9c1986a","MGI:1859866","Cdc20","C57BL","Early adult","IMPC_GEM_007_001","0.3741499","Pericardium Morphology"
"2hho56u2a9pnbla","MGI:98386","Sptan1","C57BL","E15.5","IMPC_CSD_025_001","0.7034609","Head size"
"2hloaoy41s0l48a","MGI:1095412","Unc5c","C57BL","Late adult","IMPC_GEP_011_002","0.261661","Hemorrhage"
"2i13j3h92f2cd2a","MGI:1351315","Eloa","C57BL","Early adult","ESLIM_008_001_002","0.7366091","Tremor"
"2i1robetqdp11ha","MGI:107341","Ctss","C57BL","Early adult","IMPC_XRY_021_001","0.6603586","Humerus"
"2i6grpzh147780a","MGI:2444508","Fitm2","C57BL","E15.5","IMPC_CBC_008_001","0.51731","Total bilirubin"
"2i9858dv60hreca","MGI:1913790","Fam107b","C57BL","Early adult","IMPC_DXA_005_001","0.488487","Bone Mineral Content (excluding skull)"
"2ial2760ca0za2a","MGI:1920199","Ccnt2","C57BL","Early adult","IMPC_EYE_092_001","0.6390208","Retina (combined)"
"2ic53n283weuv3a","MGI:1922387","Rprd2","C57BL","E12.5","MGP_MLN_080_001","0.2399648","Effector gd cells - % of CD45+"
