"parameter_id","parameter_name","parameter_description","procedure_id"
"IMPC_HIS_003_001","Brain - MPATH process term","brain_-_mpath_process_term",29
"IMPC_HIS_004_001","Brain - Severity score","brain_-_severity_score",29
"IMPC_HIS_005_001","Brain - Descriptor PATO","brain_-_descriptor_pato",29
"IMPC_HIS_006_001","Brain - Description","brain_-_description",29
"IMPC_HIS_007_001","Eye with optic nerve - MPATH diagnostic term","eye_with_optic_nerve_-_mpath_diagnostic_term",29
"IMPC_HIS_008_001","Eye - Free text diagnostic term","Eye - Free text diagnostic term",29
"IMPC_HIS_009_001","Eye with optic nerve - MPATH process term","eye_with_optic_nerve_-_mpath_process_term",29
"IMPC_HIS_010_001","Eye - Severity score","Eye - Severity score",29
"IMPC_HIS_011_001","Eye - Descriptor PATO","eye_-_descriptor_pato",29
"IMPC_HIS_012_001","Eye - Description","eye_-_description",29
"IMPC_HIS_013_001","Spinal cord - MPATH diagnostic term","spinal_cord_-_mpath_diagnostic_term",29
"IMPC_HIS_014_001","Spinal cord - Free text diagnostic term","spinal_cord_-_free_text_diagnostic_term",29
"IMPC_HIS_015_001","Spinal cord - MPATH process term","spinal_cord_-_mpath_process_term",29
"IMPC_HIS_016_001","Spinal cord - Severity score","spinal_cord_-_severity_score",29
"IMPC_HIS_017_001","Spinal cord - Descriptor PATO","spinal_cord_-_descriptor_pato",29
"IMPC_HIS_018_001","Spinal cord - Description","spinal_cord_-_description",29
"IMPC_HIS_019_001","Thymus - MPATH diagnostic term","thymus_-_mpath_diagnostic_term",29
"IMPC_HIS_020_001","Thymus - Free text diagnostic term","thymus_-_free_text_diagnostic_term",29
"IMPC_HIS_021_001","Thymus - MPATH process term","thymus_-_mpath_process_term",29
"IMPC_HIS_022_001","Thymus - Severity score","thymus_-_severity_score",29
"IMPC_HIS_023_001","Thymus - Descriptor PATO","thymus_-_descriptor_pato",29
"IMPC_HIS_024_001","Thymus - Description","thymus_-_description",29
"IMPC_HIS_025_001","Thyroid - MPATH diagnostic term","thyroid_-_mpath_diagnostic_term",29
"IMPC_HIS_026_001","Thyroid - Free text diagnostic term","thyroid_-_free_text_diagnostic_term",29
"IMPC_HIS_027_001","Thyroid - MPATH process term","thyroid_-_mpath_process_term",29
"IMPC_HIS_028_001","Thyroid - Severity score","thyroid_-_severity_score",29
"IMPC_HIS_029_001","Thyroid - Descriptor PATO","thyroid_-_descriptor_pato",29
"IMPC_HIS_030_001","Thyroid - Description","thyroid_-_description",29
"IMPC_HIS_031_001","Heart - MPATH diagnostic term","heart_-_mpath_diagnostic_term",29
"IMPC_HIS_032_001","Heart - Free text diagnostic term","heart_-_free_text_diagnostic_term",29
"IMPC_HIS_033_001","Heart - MPATH process term","heart_-_mpath_process_term",29
"IMPC_HIS_034_001","Heart - Severity score","heart_-_severity_score",29
"IMPC_HIS_035_001","Heart - Descriptor PATO","heart_-_descriptor_pato",29
"IMPC_HIS_036_001","Heart - Description","heart_-_description",29
"IMPC_HIS_037_001","Trachea - MPATH diagnostic term","trachea_-_mpath_diagnostic_term",29
"IMPC_HIS_038_001","Trachea - Free text diagnostic term","trachea_-_free_text_diagnostic_term",29
"IMPC_HIS_039_001","Trachea - MPATH process term","trachea_-_mpath_process_term",29
"IMPC_HIS_040_001","Trachea - Severity score","trachea_-_severity_score",29
"IMPC_HIS_041_001","Trachea - Descriptor PATO","trachea_-_descriptor_pato",29
"IMPC_HIS_042_001","Trachea - Description","trachea_-_description",29
"IMPC_HIS_043_001","Esophagus - MPATH diagnostic term","esophagus_-_mpath_diagnostic_term",29
"IMPC_HIS_044_001","Esophagus - Free text diagnostic term","esophagus_-_free_text_diagnostic_term",29
"IMPC_HIS_045_001","Esophagus - MPATH process term","esophagus_-_mpath_process_term",29
"IMPC_HIS_046_001","Esophagus - Severity score","esophagus_-_severity_score",29
"IMPC_HIS_047_001","Esophagus - Descriptor PATO","esophagus_-_descriptor_pato",29
"IMPC_HIS_048_001","Esophagus - Description","esophagus_-_description",29
"IMPC_HIS_049_001","Lung - MPATH diagnostic term","lung_-_mpath_diagnostic_term",29
"IMPC_HIS_050_001","Lung - Free text diagnostic term","lung_-_free_text_diagnostic_term",29
"IMPC_HIS_051_001","Lung - MPATH process term","lung_-_mpath_process_term",29
"IMPC_HIS_052_001","Lung - Severity score","lung_-_severity_score",29
"IMPC_HIS_053_001","Lung - Descriptor PATO","lung_-_descriptor_pato",29
"IMPC_HIS_054_001","Lung - Description","lung_-_description",29
"IMPC_HIS_055_001","Liver - MPATH diagnostic term","liver_-_mpath_diagnostic_term",29
"IMPC_HIS_056_001","Liver - Free text diagnostic term","liver_-_free_text_diagnostic_term",29
"IMPC_HIS_057_001","Liver - MPATH process term","liver_-_mpath_process_term",29
"IMPC_HIS_058_001","Liver - Severity score","liver_-_severity_score",29
"IMPC_HIS_059_001","Liver - Descriptor PATO","liver_-_descriptor_pato",29
"IMPC_HIS_060_001","Liver - Description","liver_-_description",29
"IMPC_HIS_061_001","Gall bladder - MPATH diagnostic term","gall_bladder_-_mpath_diagnostic_term",29
"IMPC_HIS_062_001","Gall bladder - Free text diagnostic term","gall_bladder_-_free_text_diagnostic_term",29
"IMPC_HIS_063_001","Gall bladder - MPATH process term","gall_bladder_-_mpath_process_term",29
"IMPC_HIS_064_001","Gall bladder - Severity score","gall_bladder_-_severity_score",29
"IMPC_HIS_065_001","Gall bladder - Descriptor PATO","gall_bladder_-_descriptor_pato",29
"IMPC_HIS_066_001","Gall bladder - Description","gall_bladder_-_description",29
"IMPC_HIS_067_001","Stomach - MPATH diagnostic term","stomach_-_mpath_diagnostic_term",29
"IMPC_HIS_068_001","Stomach - Free text diagnostic term","stomach_-_free_text_diagnostic_term",29
"IMPC_HIS_069_001","Stomach - MPATH process term","stomach_-_mpath_process_term",29
"IMPC_HIS_070_001","Stomach - Severity score","stomach_-_severity_score",29
"IMPC_HIS_071_001","Stomach - Descriptor PATO","stomach_-_descriptor_pato",29
"IMPC_HIS_072_001","Stomach - Description","stomach_-_description",29
"IMPC_HIS_073_001","Small intestine - MPATH diagnostic term","small_intestine_-_mpath_diagnostic_term",29
"IMPC_HIS_074_001","Small intestine - Free text diagnostic term","small_intestine_-_free_text_diagnostic_term",29
"IMPC_HIS_075_001","Small intestine - MPATH process term","small_intestine_-_mpath_process_term",29
"IMPC_HIS_076_001","Small intestine - Severity score","small_intestine_-_severity_score",29
"IMPC_HIS_077_001","Small intestine - Descriptor PATO","small_intestine_-_descriptor_pato",29
"IMPC_HIS_078_001","Small intestine - Description","small_intestine_-_description",29
"IMPC_HIS_079_001","Large intestine - MPATH diagnostic term","large_intestine_-_mpath_diagnostic_term",29
"IMPC_HIS_080_001","Large intestine - Free text diagnostic term","large_intestine_-_free_text_diagnostic_term",29
"IMPC_HIS_081_001","Large intestine - MPATH process term","large_intestine_-_mpath_process_term",29
"IMPC_HIS_082_001","Large intestine - Severity score","large_intestine_-_severity_score",29
"IMPC_HIS_083_001","Large intestine - Descriptor PATO","large_intestine_-_descriptor_pato",29
"IMPC_HIS_084_001","Large intestine - Description","large_intestine_-_description",29
"IMPC_HIS_085_001","Pancreas - MPATH diagnostic term","pancreas_-_mpath_diagnostic_term",29
"IMPC_HIS_086_001","Pancreas - Free text diagnostic term","pancreas_-_free_text_diagnostic_term",29
"IMPC_HIS_087_001","Pancreas - MPATH process term","pancreas_-_mpath_process_term",29
"IMPC_HIS_088_001","Pancreas - Severity score","pancreas_-_severity_score",29
"IMPC_HIS_089_001","Pancreas - Descriptor PATO","pancreas_-_descriptor_pato",29
"IMPC_HIS_090_001","Pancreas - Description","pancreas_-_description",29
"IMPC_HIS_091_001","Spleen - MPATH diagnostic term","spleen_-_mpath_diagnostic_term",29
"IMPC_HIS_092_001","Spleen - Free text diagnostic term","spleen_-_free_text_diagnostic_term",29
"IMPC_HIS_093_001","Spleen - MPATH process term","spleen_-_mpath_process_term",29
"IMPC_HIS_094_001","Spleen - Severity score","spleen_-_severity_score",29
"IMPC_HIS_095_001","Spleen - Descriptor PATO","spleen_-_descriptor_pato",29
"IMPC_HIS_096_001","Spleen - Description","spleen_-_description",29
"IMPC_HIS_097_001","Kidney - MPATH diagnostic term","kidney_-_mpath_diagnostic_term",29
"IMPC_HIS_098_001","Kidney - Free text diagnostic term","kidney_-_free_text_diagnostic_term",29
"IMPC_HIS_099_001","Kidney - MPATH process term","kidney_-_mpath_process_term",29
"IMPC_HIS_100_001","Kidney - Severity score","kidney_-_severity_score",29
"IMPC_HIS_101_001","Kidney - Descriptor PATO","kidney_-_descriptor_pato",29
"IMPC_HIS_102_001","Kidney - Description","kidney_-_description",29
"IMPC_HIS_103_001","Adrenal gland - MPATH diagnostic term","adrenal_gland_-_mpath_diagnostic_term",29
"IMPC_HIS_104_001","Adrenal gland - Free text diagnostic term","adrenal_gland_-_free_text_diagnostic_term",29
"IMPC_HIS_105_001","Adrenal gland - MPATH process term","adrenal_gland_-_mpath_process_term",29
"IMPC_HIS_106_001","Adrenal gland - Severity score","adrenal_gland_-_severity_score",29
"IMPC_HIS_107_001","Adrenal gland - Descriptor PATO","adrenal_gland_-_descriptor_pato",29
"IMPC_HIS_108_001","Adrenal gland - Description","adrenal_gland_-_description",29
"IMPC_HIS_109_001","Mammary gland - MPATH diagnostic term","mammary_gland_-_mpath_diagnostic_term",29
"IMPC_HIS_110_001","Mammary gland - Free text diagnostic term","mammary_gland_-_free_text_diagnostic_term",29
"IMPC_HIS_111_001","Mammary gland - MPATH process term","mammary_gland_-_mpath_process_term",29
"IMPC_HIS_112_001","Mammary gland - Severity score","mammary_gland_-_severity_score",29
"IMPC_HIS_113_001","Mammary gland - Descriptor PATO","mammary_gland_-_descriptor_pato",29
"IMPC_HIS_114_001","Mammary gland - Description","mammary_gland_-_description",29
"IMPC_HIS_115_001","Lymph node - MPATH diagnostic term","lymph_node_-_mpath_diagnostic_term",29
"IMPC_HIS_116_001","Lymph node - Free text diagnostic term","lymph_node_-_free_text_diagnostic_term",29
"IMPC_HIS_117_001","Lymph node - MPATH process term","lymph_node_-_mpath_process_term",29
"IMPC_HIS_118_001","Lymph node - Severity score","lymph_node_-_severity_score",29
"IMPC_HIS_119_001","Lymph node - Descriptor PATO","lymph_node_-_descriptor_pato",29
"IMPC_HIS_120_001","Lymph node - Description","lymph_node_-_description",29
"IMPC_HIS_121_001","Skin - MPATH diagnostic term","skin_-_mpath_diagnostic_term",29
"IMPC_HIS_122_001","Skin - Free text diagnostic term","skin_-_free_text_diagnostic_term",29
"IMPC_HIS_123_001","Skin - MPATH process term","skin_-_mpath_process_term",29
"IMPC_HIS_124_001","Skin - Severity score","skin_-_severity_score",29
"IMPC_HIS_125_001","Skin - Descriptor PATO","skin_-_descriptor_pato",29
"IMPC_HIS_126_001","Skin - Description","skin_-_description",29
"IMPC_HIS_127_001","Skeletal muscle - MPATH diagnostic term","skeletal_muscle_-_mpath_diagnostic_term",29
"IMPC_HIS_128_001","Skeletal muscle - Free text diagnostic term","skeletal_muscle_-_free_text_diagnostic_term",29
"IMPC_HIS_129_001","Skeletal muscle - MPATH process term","skeletal_muscle_-_mpath_process_term",29
"IMPC_HIS_130_001","Skeletal muscle - Severity score","skeletal_muscle_-_severity_score",29
"IMPC_HIS_131_001","Skeletal muscle - Descriptor PATO","skeletal_muscle_-_descriptor_pato",29
"IMPC_HIS_132_001","Skeletal muscle - Description","skeletal_muscle_-_description",29
"IMPC_HIS_133_001","Urinary bladder - MPATH diagnostic term","urinary_bladder_-_mpath_diagnostic_term",29
"IMPC_HIS_134_001","Urinary bladder - Free text diagnostic term","urinary_bladder_-_free_text_diagnostic_term",29
"IMPC_HIS_135_001","Urinary bladder - MPATH process term","urinary_bladder_-_mpath_process_term",29
"IMPC_HIS_136_001","Urinary bladder - Severity score","urinary_bladder_-_severity_score",29
"IMPC_HIS_137_001","Urinary bladder - Descriptor PATO","urinary_bladder_-_descriptor_pato",29
"IMPC_HIS_138_001","Urinary bladder - Description","urinary_bladder_-_description",29
"IMPC_HIS_139_001","Testes - MPATH diagnostic term","testes_-_mpath_diagnostic_term",29
"IMPC_HIS_140_001","Testis - Free text diagnostic term","testis_-_free_text_diagnostic_term",29
"IMPC_HIS_141_001","Testes - MPATH process term","testes_-_mpath_process_term",29
"IMPC_HIS_142_001","Testis - Severity score","testis_-_severity_score",29
"IMPC_HIS_143_001","Testis - Descriptor PATO","testis_-_descriptor_pato",29
"IMPC_HIS_144_001","Testis - Description","testis_-_description",29
"IMPC_HIS_145_001","Epididymis - MPATH diagnostic term","epididymis_-_mpath_diagnostic_term",29
"IMPC_HIS_146_001","Epididymis - Free text diagnostic term","epididymis_-_free_text_diagnostic_term",29
"IMPC_HIS_147_001","Epididymis - MPATH process term","epididymis_-_mpath_process_term",29
"IMPC_HIS_148_001","Epididymis - Severity score","epididymis_-_severity_score",29
"IMPC_HIS_149_001","Epididymis - Descriptor PATO","epididymis_-_descriptor_pato",29
"IMPC_HIS_150_001","Epididymis - Description","epididymis_-_description",29
"IMPC_HIS_151_001","Prostate - MPATH diagnostic term","prostate_-_mpath_diagnostic_term",29
"IMPC_HIS_152_001","Prostate gland - Free text diagnostic term","prostate_gland_-_free_text_diagnostic_term",29
"IMPC_HIS_153_001","Prostate - MPATH process term","prostate_-_mpath_process_term",29
"IMPC_HIS_154_001","Prostate gland - Severity score","prostate_gland_-_severity_score",29
"IMPC_HIS_155_001","Prostate gland - Descriptor PATO","prostate_gland_-_descriptor_pato",29
"IMPC_HIS_156_001","Prostate gland - Description","prostate_gland_-_description",29
"IMPC_HIS_157_001","Seminal vesicle - MPATH diagnostic term","seminal_vesicle_-_mpath_diagnostic_term",29
"IMPC_HIS_158_001","Seminal vesicle - Free text diagnostic term","seminal_vesicle_-_free_text_diagnostic_term",29
"IMPC_HIS_159_001","Seminal vesicle - MPATH process term","seminal_vesicle_-_mpath_process_term",29
"IMPC_HIS_160_001","Seminal vesicle - Severity score","seminal_vesicle_-_severity_score",29
"IMPC_HIS_161_001","Seminal vesicle - Descriptor PATO","seminal_vesicle_-_descriptor_pato",29
"IMPC_HIS_162_001","Seminal vesicle - Description","seminal_vesicle_-_description",29
"IMPC_HIS_163_001","Ovary - MPATH diagnostic term","ovary_-_mpath_diagnostic_term",29
"IMPC_HIS_164_001","Ovary - Free text diagnostic term","ovary_-_free_text_diagnostic_term",29
"IMPC_HIS_165_001","Ovary - MPATH process term","ovary_-_mpath_process_term",29
"IMPC_HIS_166_001","Ovary - Severity score","ovary_-_severity_score",29
"IMPC_HIS_167_001","Ovary - Descriptor PATO","ovary_-_descriptor_pato",29
"IMPC_HIS_168_001","Ovary - Description","ovary_-_description",29
"IMPC_HIS_169_001","Uterus - MPATH diagnostic term","uterus_-_mpath_diagnostic_term",29
"IMPC_HIS_170_001","Uterus - Free text diagnostic term","uterus_-_free_text_diagnostic_term",29
"IMPC_HIS_171_001","Uterus - MPATH process term","uterus_-_mpath_process_term",29
"IMPC_HIS_172_001","Uterus - Severity score","uterus_-_severity_score",29
"IMPC_HIS_173_001","Uterus - Descriptor PATO","uterus_-_descriptor_pato",29
"IMPC_HIS_174_001","Uterus - Description","uterus_-_description",29
"IMPC_HIS_175_001","Stain","stain",29
